"序号","产品名称","产品编码","型号","Slug","产品类别/系列","检查结果","主图字段","主图引用路径","实际匹配路径","数据文件","数据位置","建议动作"
"215","直通螺纹密封螺纹转倒刺接头","809948","SA-U32-16D-PP-N","sa-u32-16d-pp-n","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[45] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 2941 行","补充主图路径；补图前暂不发布"
"216","直通螺纹密封螺纹转倒刺接头","809952","SA-U32-16D-PA-W","sa-u32-16d-pa-w","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[46] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3006 行","补充主图路径；补图前暂不发布"
"217","直通螺纹密封螺纹转倒刺接头","809953","SA-G1/8-64C-PK-N（带o圈）","sa-g1-8-64c-pk-n-o-ring","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[54] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 3526 行","补充主图路径；补图前暂不发布"
"218","直通螺纹密封螺纹转倒刺接头","839936","SA-3/8NPT-127-PP-N","sa-3-8npt-127-pp-n","fittings","主图字段为空；未配置主图字段","mainImage","","","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json | data/products/selection/thread-to-barbed-fitting-selection.generated.ts","data/products/generated/fittings/thread-to-barbed-fittings/detail/index.json $[44] | data/products/selection/thread-to-barbed-fitting-selection.generated.ts 第 2876 行","补充主图路径；补图前暂不发布"
"219","穿板倒刺接头","","","","fittings","主图字段为空","images[0]","","","scripts/products/build-bulkhead-barbed-fitting-series.cjs","scripts/products/build-bulkhead-barbed-fitting-series.cjs 第 194 行","补充主图路径；补图前暂不发布"
"220","穿板倒刺接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 210 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"221","倒刺接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 160 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"222","过滤器与单向阀 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 220 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"223","快插接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 190 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"224","鲁尔接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 180 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"225","螺纹转倒刺接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 170 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"226","内螺纹互转接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 200 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"227","硬管接头 | FOREACH","","","","fittings","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 150 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"228","","","","female-thread-adapters","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","app/products/[category]/[slug]/[seriesSlug]/page.tsx 第 442 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"229","","","","hard-tube-fittings","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","app/products/[category]/[slug]/[seriesSlug]/page.tsx 第 394 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"230","","","","luer-fittings","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","app/products/[category]/[slug]/[seriesSlug]/page.tsx 第 426 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"231","","","","thread-to-barbed-fittings","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","app/products/[category]/[slug]/[seriesSlug]/page.tsx 第 410 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"232","Product Name","","","","Product Category","未配置主图字段","","","","data/products/detail/product-detail.intl.ts","data/products/detail/product-detail.intl.ts 第 1303 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"233","隔膜泵 | FOREACH","","","","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 109 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"234","无阀泵 | FOREACH","","","","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 139 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"235","移液泵 | FOREACH","","","","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 119 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"236","注射泵 | FOREACH","","","","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 129 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"237","柱塞泵 | FOREACH","","","","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 99 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"238","气体隔膜泵 | FOREACH","","","diaphragm-pumps","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 282 行 | data/products/selection/product-route-map.ts 第 298 行 | data/products/selection/product-route-map.ts 第 314 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"239","常规柱塞泵","","EA-100-PMMA","ea-100ul-pmma","pumps","未配置主图字段","","","","data/products/detail/product-detail.zh.ts","data/products/detail/product-detail.zh.ts 第 14 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"240","EA 常规柱塞泵 | FOREACH","","","plunger-pumps","pumps","未配置主图字段","","","","data/products/selection/product-route-map.ts","data/products/selection/product-route-map.ts 第 234 行 | data/products/selection/product-route-map.ts 第 250 行 | data/products/selection/product-route-map.ts 第 266 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"241","","01","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 569 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"242","","02","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 592 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"243","","03","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 615 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"244","","04","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 638 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"245","","18N","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 661 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"246","","AC","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 868 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"247","","E","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 937 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"248","","F","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 960 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"249","","L","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 845 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"250","","M","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 730 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"251","","N","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 753 行 | data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 914 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"252","","P","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 684 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"253","","PP","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 891 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"254","","Q20","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 546 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"255","","S","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 707 行 | data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 822 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"256","","V","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 776 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"257","","X","","","Q20","未配置主图字段","","","","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts","data/resources/fitting-replacement/fittings/quick-connect/q20/q20.zh.ts 第 799 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"258","","Код продукции","","","Тип продукции","未配置主图字段","","","","components/selection-cart/SelectionCartProvider.tsx","components/selection-cart/SelectionCartProvider.tsx 第 105 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
